FALSE_DATA,ageAtQ,sex,ethnicity,relationship,rural,edu,occClass,income,imd,home,politics_PCA1,politics_PCA2,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,29,Female,White,Yes,Urban,A level,Intermediate,£1500-£1999,Quintile 3,Rented,-1.1448246224554588,0.9646329451913225,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,Climate,Other,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,No,No,No,ClimateOther,9,8
FALSE_DATA,30,Female,White,Yes,Rural,PostGrad,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,0.46344387574528967,-0.12796236611285444,No,None,None,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,ClimateOther,No,No,No,No,No,NA,ClimateOther,10,9
FALSE_DATA,30,Female,White,Yes,Rural,PostGrad,Intermediate,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,1.294974509156987,1.293136752852127,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,No,Climate,Other,Other,No,No,ClimateOther,Other,No,No,No,No,No,No,No,No,Other,2,2
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.7567951944644876,-2.4281653931842433,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,No,Other,Other,No,Other,No,Climate,Climate,No,No,Other,Other,No,No,NA,Other,3,3
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Routine,£1000-£1499,Quintile 2,Owned/Mortgaged,-0.8271068260886024,1.209459162537276,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,No,Climate,Other,No,No,NA,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,NA,NA
FALSE_DATA,29,Male,White,Yes,Urban,A level,Routine,£500-£999,Quin. 1/Least deprived,Owned/Mortgaged,-0.1793015776952031,-0.7121835504602971,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,No,6,5
FALSE_DATA,30,Female,White,No,Urban,Degree,Routine,£1000-£1499,Quintile 2,Rented,-0.6112888202734627,-0.6148861406671815,Not sure,Christian,Other,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Other,Other,No,No,Other,Other,No,No,No,No,No,No,No,No,No,Climate,1,1
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Lower sup/tech,£1500-£1999,Quintile 2,Owned/Mortgaged,-0.3908885229721124,0.8938851462772925,No,None,None,Occasional/None,Atheist,Yes definitely,Not very concerned,"Yes, for most of it",Not sure,No,Climate,No,Climate,No,No,No,No,No,ClimateOther,No,No,No,No,No,No,No,No,3,3
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 4,Owned/Mortgaged,0.9912569045111489,-1.5396500327474039,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Other,No,No,Climate,No,No,No,No,Climate,No,Climate,No,No,No,No,No,No,Climate,4,3
FALSE_DATA,29,Male,White,Yes,Rural,A level,Lower sup/tech,£1500-£1999,Quintile 2,Owned/Mortgaged,0.5105932588780404,0.29625793193477595,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,No,No,No,Other,No,No,Other,No,No,No,No,No,No,No,No,NA,Other,0,0
FALSE_DATA,29,Female,White,Yes,Urban,PostGrad,Small employ,>£2000,Quin. 1/Least deprived,Owned/Mortgaged,-0.7417555107507015,0.664453077807323,No,None,None,Occasional/None,Atheist,Yes maybe,Somewhat concerned,Not at all,Yes,No,No,Other,Other,No,No,Climate,No,Climate,Other,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,>£2000,Quin. 5/Most deprived,Owned/Mortgaged,-0.9219558083335853,1.0955082383970307,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Other,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,8,8
FALSE_DATA,31,Female,White,Yes,Urban,A level,Routine,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,1.294974509156987,1.293136752852127,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Other,No,No,No,No,No,Other,No,No,No,No,No,Other,No,No,NA,No,0,0
FALSE_DATA,31,Female,White,Yes,Rural,Degree,Manager/Prof,£1000-£1499,Quintile 2,Owned/Mortgaged,-0.5891930280705743,-0.8450054469321191,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,Climate,Other,No,Other,ClimateOther,Climate,No,Other,No,Other,Other,No,No,No,ClimateOther,4,4
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Intermediate,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-0.5903744305971709,0.30749625649056633,No,None,None,Occasional/None,Agnostic,Yes maybe,Somewhat concerned,"Yes, for some of it",Yes,No,No,No,No,No,No,No,No,Climate,Climate,No,No,No,No,No,No,NA,No,2,2
FALSE_DATA,29,Female,White,No,Urban,A level,Intermediate,£1000-£1499,Quintile 3,Owned/Mortgaged,-1.11622708426957,0.7764573986814547,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Not sure,No,No,No,No,No,No,Other,Other,Other,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Rented,0.661946212219505,0.002912927092854095,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,No,No,Other,No,Other,Climate,Climate,Climate,No,No,Other,No,No,NA,NA,ClimateOther,NA,NA
FALSE_DATA,30,Female,White,No,Urban,A level,Routine,£1000-£1499,Quintile 4,Owned/Mortgaged,0.5748323531638967,-0.3315320614987061,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,No,No,No,Climate,No,No,No,Climate,No,Climate,No,No,No,No,No,No,NA,No,3,3
FALSE_DATA,30,Male,White,Yes,Urban,A level,Lower sup/tech,>£2000,Quintile 4,Owned/Mortgaged,1.4063629865755942,0.23429159882893735,Not sure,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,No,No,No,No,Climate,No,No,Other,No,Other,Other,No,No,No,Other,3,3
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,-0.3908885229721124,0.8938851462772925,Not sure,None,None,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Other,ClimateOther,No,No,ClimateOther,ClimateOther,Climate,Climate,Climate,No,Climate,Climate,Climate,No,No,ClimateOther,11,9
FALSE_DATA,29,Female,White,Yes,Urban,PostGrad,Intermediate,£500-£999,Quintile 4,Owned/Mortgaged,-0.5891930280705743,-0.8450054469321191,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,Climate,8,8
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Intermediate,>£2000,Quintile 2,Owned/Mortgaged,-1.11622708426957,0.7764573986814547,Not sure,Christian,CofE,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,No,Other,No,Climate,No,Climate,No,No,No,No,No,No,No,No,No,No,2,1
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Lower sup/tech,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.5505577348008979,0.7273130925244837,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Other,Other,No,Other,Climate,Climate,Climate,No,No,No,No,No,NA,ClimateOther,7,6
FALSE_DATA,31,Female,White,No,Urban,A level,Intermediate,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.13545165273645277,1.3619379485000431,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,No,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,No,No,1,1
FALSE_DATA,29,Male,White,No,Urban,PostGrad,Routine,>£2000,Quin. 5/Most deprived,Rented,0.6454067170458807,0.002912927092854095,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,No,No,ClimateOther,Climate,Climate,Climate,No,No,No,ClimateOther,No,No,No,No,7,7
FALSE_DATA,29,Female,White,Yes,Urban,A level,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-0.04158624753547738,-0.7121835504602971,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,8,8
FALSE_DATA,30,Female,White,Yes,Rural,Degree,Intermediate,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.11433943168440776,-1.7954871404747972,Yes,Christian,CofE,Regular,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",No,Other,No,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,NA,No,1,1
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1000-£1499,Quintile 2,Rented,-0.6155198808116933,-0.6148861406671815,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,NA,Climate,9,8
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Intermediate,<£500,Quintile 3,Rented,0.24684013015505968,-0.5609641299686758,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",No,Climate,Climate,Climate,Climate,Other,No,No,Climate,No,No,No,No,Climate,Climate,No,Other,No,NA,NA,NA
FALSE_DATA,29,Female,White,No,Urban,A level,Intermediate,£500-£999,Quintile 3,Owned/Mortgaged,0.4652064194629968,0.7273130925244837,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Other,Other,Other,Other,No,No,Other,Other,No,No,No,No,No,No,No,No,NA,NA,NA
FALSE_DATA,29,Male,White,No,Urban,Degree,Routine,£500-£999,Quintile 2,Rented,-0.5903744305971709,-0.11260973285166692,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,Other,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,7,7
FALSE_DATA,30,Female,White,Yes,Urban,GCSE,Manager/Prof,£1000-£1499,Quintile 2,Owned/Mortgaged,-0.3908885229721124,0.8938851462772925,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,ClimateOther,Climate,No,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,7,7
FALSE_DATA,29,Female,White,Yes,Urban,A level,Routine,>£2000,Quintile 3,Owned/Mortgaged,0.6785559084576132,1.160314856380305,Yes,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,No,No,No,Other,Other,Climate,No,Other,No,No,No,Climate,No,No,No,4,4
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,-2.408540329821169,0.379152395372734,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,No,No,No,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,No,3,3
FALSE_DATA,29,Female,White,No,Urban,A level,Intermediate,£1000-£1499,Quin. 1/Least deprived,Rented,0.16860084414818538,-0.5609641299686758,No,None,None,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,8,8
FALSE_DATA,31,Female,White,No,Rural,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,-1.7921217291217952,0.9449760557003775,No,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,NA,ClimateOther,10,9
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.8587562060404971,0.7292596957905972,Not sure,None,None,Occasional/None,Moderately religious,Yes probably,Not very concerned,"Yes, for some of it",Not sure,No,No,No,No,No,No,No,Other,Other,No,No,Other,No,No,No,No,NA,Climate,1,1
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Rented,-2.0594358857602875,-0.11581570158892615,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,Other,No,Other,No,No,Climate,No,No,Climate,No,No,No,Climate,No,No,No,4,3
FALSE_DATA,30,Female,White,No,Urban,A level,Manager/Prof,£500-£999,Quintile 4,Other,-0.6874940982869238,-0.8450054469321191,No,None,None,Occasional/None,Atheist,Yes maybe,Not very concerned,"Yes, for some of it",Not sure,No,No,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,0.5977071179336486,-0.787045658079724,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",No,NA,Other,Other,No,No,Other,No,Other,No,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,30,Male,White,No,Urban,A level,Intermediate,£1000-£1499,Quintile 3,Owned/Mortgaged,-1.7512374145206882,-0.8813158507701939,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,No,No,Climate,Other,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,5,5
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.2634498263931681,-0.613626775196036,Not sure,Christian,Other,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,No,Climate,No,Climate,Climate,Climate,No,No,No,No,No,No,NA,ClimateOther,9,8
FALSE_DATA,29,Male,White,No,Urban,Degree,Intermediate,£1500-£1999,Quintile 2,Owned/Mortgaged,0.970144683459104,-0.34992958551850556,Not sure,None,None,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Other,Other,No,Other,No,Other,No,Other,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Intermediate,£1000-£1499,Quintile 3,Rented,-1.3581741114500752,0.531631181335501,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,No,Climate,No,No,No,Climate,Climate,Climate,No,No,Other,No,No,ClimateOther,No,Climate,8,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Routine,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-1.55244538738606,0.17752930325299585,Not sure,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Climate,No,Climate,No,No,No,No,No,No,Other,No,Other,No,No,NA,No,No,NA,NA
FALSE_DATA,29,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1000-£1499,Quintile 2,Rented,-0.06586086589847603,0.04236742747349617,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Climate,No,No,No,Other,Climate,Climate,Climate,No,No,No,Climate,No,No,No,Other,6,6
FALSE_DATA,30,Male,White,Yes,Urban,PostGrad,Manager/Prof,>£2000,Quintile 3,Rented,1.2078606501013787,0.8601349889963057,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Climate,Climate,Climate,Climate,No,No,No,Climate,No,Climate,Climate,No,No,No,No,No,No,No,7,6
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Intermediate,£1500-£1999,Quintile 4,Owned/Mortgaged,-0.04474864484643107,-0.1649600077458972,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,5,5
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Routine,£1000-£1499,Quin. 5/Most deprived,Owned/Mortgaged,0.1386140500474064,-1.771028704483487,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Other,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,30,Female,White,No,Rural,Degree,Routine,£1000-£1499,Quintile 2,Rented,-1.972322026704679,0.9430294524342635,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Other,Climate,No,No,Climate,Climate,No,No,No,Climate,ClimateOther,No,No,No,Other,7,5
FALSE_DATA,30,Female,White,No,Urban,A level,Routine,£1000-£1499,Quintile 4,Rented,-2.408540329821169,-0.07636120120828402,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Other,Other,Other,Other,No,No,Other,Climate,Climate,No,No,No,No,Climate,No,No,NA,No,3,3
FALSE_DATA,29,Female,White,Yes,Urban,A level,Manager/Prof,>£2000,Quintile 4,Owned/Mortgaged,-0.06586086589847603,-0.28112838987058963,No,None,None,Occasional/None,Atheist,Yes maybe,Not very concerned,"Yes, for some of it",Yes,No,ClimateOther,ClimateOther,ClimateOther,No,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,No,No,No,ClimateOther,8,8
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 4,Owned/Mortgaged,0.46018961914967615,-0.12796236611285444,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,NA,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,NA,NA,NA
FALSE_DATA,29,Male,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 2,Owned/Mortgaged,0.13545165273645277,0.04236742747349617,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,No,No,No,No,No,Climate,No,Climate,No,Other,No,No,No,No,No,No,No,2,2
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,1.4063629865755942,0.23429159882893735,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,No,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,6,6
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Intermediate,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-0.5903744305971709,0.851716424061151,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,Other,No,No,Climate,No,No,No,No,Climate,No,No,No,NA,No,4,3
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,1.2141257186330223,-0.6542237616079019,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,6,6
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Manager/Prof,£1000-£1499,Quintile 4,Rented,-1.55244538738606,0.17752930325299585,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,ClimateOther,Climate,No,No,NA,NA,NA
FALSE_DATA,29,Female,White,Yes,Urban,A level,Lower sup/tech,£1000-£1499,Quintile 2,Owned/Mortgaged,-0.502079169014966,0.36505912758269216,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,ClimateOther,No,No,No,ClimateOther,ClimateOther,Climate,Other,No,No,No,No,No,No,No,No,5,5
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,0.8587562060404971,0.27374609920957943,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,ClimateOther,ClimateOther,ClimateOther,No,No,Climate,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,No,Other,NA,No,7,7
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 3,Owned/Mortgaged,-0.30553720763421127,1.2283301348688527,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,ClimateOther,No,Climate,No,Climate,No,No,Climate,11,9
FALSE_DATA,30,Female,White,Yes,Rural,A level,Intermediate,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,0.11433943168440776,-0.596015168335605,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Other,Other,Climate,No,No,Climate,Climate,Climate,Climate,Climate,Other,Climate,Climate,No,ClimateOther,NA,Other,9,7
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.1386140500474064,-1.6724719292192258,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,Other,Climate,Climate,Climate,No,No,Other,Other,No,No,NA,No,5,5
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 3,Owned/Mortgaged,0.22572790910301468,-2.105473693075047,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,ClimateOther,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,ClimateOther,11,10
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Routine,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.39069069159635916,-0.6937860264404978,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Other,No,No,Climate,Climate,Climate,Climate,No,No,No,Other,No,No,NA,No,7,7
FALSE_DATA,29,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.11433943168440776,-0.12990896937896804,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Other,Other,Other,No,No,Other,Other,Other,Other,Other,No,No,Other,No,No,No,No,0,0
FALSE_DATA,29,Female,White,No,Rural,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,-0.7226772976920696,0.664453077807323,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,ClimateOther,No,Other,No,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,7,6
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,0.4652064194629968,0.7273130925244837,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Not very concerned,"Yes, for some of it",Yes,Climate,No,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,NA,Other,2,2
FALSE_DATA,29,Female,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 4,Owned/Mortgaged,0.9912569045111489,-0.3295854582325925,Not sure,None,None,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,No,No,No,No,Climate,No,No,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,30,Male,White,No,Urban,Degree,Manager/Prof,£500-£999,Quintile 3,Owned/Mortgaged,0.43907739809763113,-1.793540537208684,Yes,Christian,Other,Occasional/None,Agnostic,Yes maybe,Not very concerned,"Yes, for some of it",No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,No,No,No,No,0,0
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Rented,0.027225572628799488,-1.0466285390518573,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,Climate,ClimateOther,Other,No,ClimateOther,Climate,Other,Climate,No,No,Other,Other,Other,No,NA,ClimateOther,7,7
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Intermediate,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-0.2676174589683047,0.3425472948574955,Yes,None,None,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Climate,Climate,No,No,Other,Climate,Climate,No,Climate,No,No,No,No,No,No,Other,6,5
FALSE_DATA,30,Male,White,Yes,Urban,A level,Intermediate,£1500-£1999,Quin. 1/Least deprived,Rented,0.1386140500474064,-1.771028704483487,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,No,No,No,No,Climate,Climate,Climate,No,Other,Other,Climate,Climate,Climate,NA,ClimateOther,10,10
FALSE_DATA,30,Female,White,No,Urban,A level,Intermediate,>£2000,Quin. 1/Least deprived,Owned/Mortgaged,0.026935881968386588,-1.771028704483487,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,No,ClimateOther,10,9
FALSE_DATA,29,Male,White,Yes,Urban,A level,Lower sup/tech,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.970144683459104,-0.8054431820995234,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,No,No,Other,No,No,No,No,Other,Other,No,No,No,No,No,No,No,No,ClimateOther,1,1
